"name.keyword: Descending",Count
"HERITAGE INSTITUTE OF ELLIS ISLAND INC",2
"HERITAGE OF CHERNOBYL FOUNDATION U S A",2
"HERITAGE OF OUR FATHERS MINISTRY & MINISTRIES INC",2
"HERITAGE RESCUE",2
"HERITAGE WESLEYAN CHURCH",2
"HERMANN AND NANNI BODENHEIMER FOUNDATION INC",2
"HERO SPORTS ACADEMY",2
"HERSELF HEALTH CLINIC INCORPORATED",2
"HERTFORD NORTHAMPTON FARMERS MARKET INC",2
"HERZL SCHOOLS",2
"HICKORY CORNERS ARCHERS",2
"HIGGINS BOAT SOCIETY INC",2
"HIGH DESERT QUESTERS INCORPORATED",2
"HIGH FALLS WATER COALITION",2
"HIGH MOWING ALUMNI ASSOCIATION",2
"HIGH PERFORMANCE VOLLEYBALL FOUNDATION",2
"HIGH PLAINS LAND CONSERVANCY",2
"HIGH PLAINS VOLLEYBALL ASSOCIATION",2
"HIGH POINT COMMUNITY CHURCH",2
"HIGH SIERRA LODGE 2590 LOYAL ORDER OF MOOSE",2
"HIGH SIERRA SPORTS INC",2
"HIGHER EDUCATION SOFTWARE USERS ASSOCIATION",2
"HIGHLAND OAKS EDUCATIONAL FOUNDATION",2
"HIGHLANDS 40 PLUS CLUB",2
"HIGHLANDS ASSOCIATION FOR YOUTH",2
"HIGHLINE CHRISTIAN CHURCH",2
"HIGHWAYS & HEDGES INTERNATIONAL MISSION INC",2
"HILL MEIER HELPING HANDS ORGANIZATION INC",2
"HILL RD MONTESSORI PRE-SCHOOL INC",2
"HILL TOP LODGE NO 151 LOYAL ORDER OF MOOSE",2
"HILLANDALE GLENGARY CIVIC ASSOCIATION INC",2
"HILLCREST HEALTH CENTER FOUNDATION",2
"HILLCREST-LEWIS INC",2
"HILLS FAMILY FUND",2
"HILLSBOROUGH FAMILY READING COUNCIL INC",2
"HILLSDALE COUNTY CELEBRATION OF CHRIST",2
"HILLSIDE GYMNASTICS",2
"HILTON HEAD COMMUNITY FOUNDATION",2
"HIMALAYAN INSTRUCTIONAL MINISTRIES",2
"HINDMAN FOUNDATION",2
"HINSHAW CHARITABLE FOUNDATION",2
"HIRAM WALKER FOUNDATION",2
"HIS ACADEMY 04-07-92",2
"HIS HANDS PUPPETEERS",2
"HIS HEART IS MISSIONS INTERNATIONAL CHURCH INC",2
"HIS LABOUR OF LOVE MINISTRIES INC",2
"HIS MINISTRIES INC",2
"HIS WORD FOR YOU MINISTERIES",2
"HISPANIC ACTION IN EDUCATION INC",2
"HISPANIC ARTS CENTER OF NYS",2
"HISPANIC ASSOCIATION OF LUCENT TECHNOLOGIES INC-ORLANDO",2
"HISPANIC CONNECTION",2
"HISPANIC EDUCATORS AND PARENTS ASSOCIATION INC",2
"HISPANIC RESEARCH LEAGUE INC",2
"HISPANICS ORGANIZED FOR PROGRESS AND EDUCATION",2
"HISTORIC HILO PRESERVATION ASSOCIATION",2
"HISTORIC NEIGHBORHOODS FOUNDATION INC",2
"HISTORIC SYNAGOGUE RESTORATION INC",2
"HISTORIC TOPEKA INC",2
"HISTORIC TREASURES INC",2
"HISTORICAL SOCIETY WEST COLUMBIANA CTY",2
"HISTORY MUSEUM OF SANTA CRUZ COUNTY",2
"HIV AIDS EDUCATION AND PREVENTION COUNCIL OF RAVALLI COUNTY",2
"HIV-AIDS Legal Project of Kentucky, Inc.",2
"HIV-AIDS Support Services, Inc.",2
"HIVAIDS REENTRY AND EMPOWERMENT PROJECT",2
"HMONG YOUTH FOUNDATION",2
"HMONG-SOUTHEAST ASIAN PUBLIC BROADCASTING CORPORATION",2
"HMS MINISTRIES INC",2
"HO OKUPU INC",2
"HOAGLAND EMERGENCY MEDICAL SERVICE INC",2
"HOBE SOUND VOLUNTEER FIREMANS ASSOCIATION INC",2
"HOCKING VALLEY DENTAL SOCIETY RELIEF FUND",2
"HOCKING VALLEY WATER SAFETY COUNCIL",2
"HOGBACK MOUNTAIN ASSOCIATION",2
"HOGUE ENDOWMENT FUND TR 1056000001",2
"HOISINGTON CROSSROADS COMMUNITY CHU",2
"HOLBROOK PLAYGROUND COMMITTEE INC",2
"HOLDEN HEIGHTS COMMUNITY DEVELOPMENT CORPORATION",2
"HOLDEN HEIGHTS RESIDENTIAL CARE FACILITY INC",2
"HOLIDAY HILLS RECREATION CLUB INC",2
"HOLIDAY LIGHTS SPECTACULAR ASSOCIATION",2
"HOLIDAY RAMBLER RECREATIONAL",2
"HOLISTIC HEALTH & HEALING FOUNDATION INC",2
"HOLLAND FOUNDATION INC",2
"HOLLAND SAILING CENTER INC",2
"HOLLEY AUTOMOTIVE GOLF LEAGUE",2
"HOLLOWAY FAMILY FOUNDATION",2
"HOLLYDALE SCHOOL PARENTS GUILD",2
"HOLLYWOOD EDUCATION & LITERACY PROJECT BOSTON INC",2
"HOLMES COUNTY ARTS COMMUNITY",2
"HOLY CHILDHOOL MONTESSORI SCHOOL",2
"HOLY CHRISTIAN CHURCH OF FAITH",2
"HOLY FAMILY CENTER PARENTS CLUB",2
"HOLY SPIRIT DEVELOPMENT ASSOCIATION INC",2
"HOLY SPIRIT SERVANTS OF LOVE MINISTRY",2
"HOLY TABERNACLE BAPTIST CHURCH",2
"HOLY TRINITY CADETS ALUMNI ASSOCIATION",2
"HOLY TRINITY SLOVAK LUTHERAN CHURCH",2
"HOME AWAY FROM HOME INC",2
"HOME BUYING CONSULTANTS",2
"HOME FOR THE HOMELESS INC",2
"HOME FOUNDATION",2
"HOME NEST HONORABLE ORDER OF THE BLUE GOOSE INTERNATIONAL",2
"HOME OF CHOICE",2
"HOME OF GOLDEN OPPORTUNITIES",2
"HOME OWNERS OF EDGEWOOD HILLS INC EDGEWOOD HILLS",2
"HOME RUN AGAINST DRUGS INC",2
"HOMECARE INC JA KA",2
"HOMEGROWN INC",2
"HOMELESS MINISTRIES",2
"HOMELESS OUTREACH PROGRAM",2
"HOMEOWNERS LEAGUE OF MARIN VALLEY",2
"HOMEOWNERSHIP OPPORTUNITIES",2
"HOMEQUEST COMMUNITY DEVELOPMENT INC",2
"HOMER SULLINS SCHOLARSHIP ASSOCIATION",2
"HOMESTEAD GARDENS TENANT ASSOCIATION INC",2
"HOMETOWN FOOTBALL LEAGUE",2
"HOMEWARD BOUND HOUSE",2
"HOMEWARD BOUND PET SHELTER INC",2
"HOMEWOOD BRUSHTON COMMUNITY IMPROVEMENT ASSOCIATION",2
"HONORABLE ORDER OF THE BLUE GOOSE INTERNATIONAL",2
"HOOLOKAHI INC",2
"HOPE & HEALING HOUSING INC",2
"HOPE BUILDERS FOUNDATION INC",2
"HOPE CHARITABLE TR",2
"HOPE COMMUNITY DEVELOPMENT CORPORATION OF INDIANA",2
"HOPE FOR A BETTER LIFE INC",2
"HOPE FOR AMERICA INC",2
"HOPE FROM HOLLY FOUNDATION INC",2
"HOPE HOUSES INC",2
"HOPE LUBIN BYER FOUNDATION",2
"HOPE MEDIA NETWORK",2
"HOPE MINISTRIES INC",2
"HOPE PLACE INC",2
"HOPE RADIO OF MARIETTA",2
"HOPE SOCIETY",2
"HOPE WORLDWIDE NEW ENGLAND INC",2
"HOPES HAVEN OF CENTRAL OHIO INC",2
"HOPES HOUSE INC",2
"HOPKINSVILLE LODGE NO 1029 LOYAL ORDER OF MOOSE",2
"HOPKINTON COMMUNITY CENTER INC",2
"HORIZON DANCE ALLIANCE",2
"HORIZON FEDERAL CREDIT UNION",2
"HORIZONS UNLIMITED CHAPTER OF THE AMERICAN BUSINESS WOMENS ASSOCIAT",2
"HORN OF SALVATION MINISTRIES INC",2
"HORSELESS CARRIAGE CLUB OF NEW ORLEANS INC",2
"HORSEMAN CLUB",2
"HORTON MEMORIAL CHAPEL INC",2
"HOSANNA CHRISTIAN FELLOWSHIP",2
"HOSEAS HOPE FOUNDATION",2
"HOSEAS HOUSE OF ARKANSAS INC",2
"HOSFORD FAMILY FOUNDATION",2
"HOSPICE AND HOME CARE OF JUNEAU",2
"HOSPICE FOUNDATION FOR ASSISTANCE & EDUCATION OF CENTRAL OK INC",2
"HOSPITAL CHAPLAINCY SERVICES INC",2
"HOSPITAL ENTERTAINERS",2
"HOSPITAL HELICOPTER CONSORTIUM",2
"HOSPITAL INFORMATION SYSTEMS ALLIANCE INC",2
"HOSPITAL SHARED SERVICES INC",2
"HOSST FOOUNDATION",2
"HOST Youth Shelter, Inc.",2
"HOT SPRINGS COUNTY COMMUNITY SERVICE LEAGUE",2
"HOT SPRINGS LIONS CLUB",2
"HOUGHTON LAKE BIBLE CHURCH",2
"HOULTON CENTER FOR THE ARTS",2
"HOUND DOG PRODUCTIONS INC",2
"HOUSE OF ANGELS",2
"HOUSE OF ARABIC CULTURE ORG",2
"HOUSE OF CHANGE",2
"HOUSE OF EL BETHESDA",2
"HOUSE OF GRACE COMMUNITY CENTER",2
"HOUSE OF LEARNING INC",2
"HOUSE OF LIGHT INC",2
"HOUSE OF LIGHT MINISTRIES INC",2
"HOUSE OF PRAYER",2
"HOUSE OF PRAYER MINISTRY INC",2
"HOUSE OF SAMUEL INC",2
"HOUSE OF SHALOM",2
"HOUSE OF SHAREN GROUP HOMES",2
"HOUSE RABBIT SANCTUARY",2
"HOUSING ALTERNATIVES FOR INDEPENDENT LIVING NUMBER ONE INC",2
"HOUSING AND SERVICES INC",2
"HOUSING ASSISTANCE FUND INC",2
"HOUSING DEVELOPMENT CORPORATION OF BLAIRSTOWN",2
"HOUSING DEVELOPMENT CORPORATION OF WASHINGTON COUNTY OREGON",2
"HOUSING FOUNDATION",2
"HOUSING INFORMATION CENTER INC",2
"HOUSING PTRS COMMUNITY DEVELOPMENT CORPORATION OF NORTH PHILADELPHIA",2
"HOUSTON ACCOUNTING EDUCATION ASSOCIATION INC",2
"HOUSTON ASSOCIATION OF RADIO BROADCASTERS",2
"HOUSTON AUTOBODY BUSINESS ASSOCIATION",2
"HOUSTON COMMUNITY VOICE MAIL",2
"HOUSTON CPR TASK FORCE",2
"HOUSTON ENERGY ASSOCIATION",2
"HOUSTON INTERNATIONAL SPORTS COMM",2
"HOUSTON KNIGHTS BASEBALL ASSOCIATION",2
"HOUSTON PEDIATRIC NUTRITION GROUP HPNG",2
"HOUSTON SHOES FOR NEEDY CHILDREN INC",2
"HOUSTON WRITERS LEAGUE",2
"HOUSTONS SPACE COMMNUNITY CHARTER SCHOOL",2
"HOUSTONS YOUTH CONNECTION",2
"HOWARD COUNTY EXTENSION HOMEMAKERS COUNCIL",2
"HOWARD M PACK FOUNDATION",2
"HOWARD PHILIP WELT & NORMA ANN CRAMPTON FOUNDATION",2
"HOWELL AREA ARTS COUNCIL",2
"HOWL INC",2
"HRPG, Inc.",2
"HUB OF PETALUMA FOUNDATION",2
"HUBEI OVERSEAS FOUNDATION INC",2
"HUDSON 1992 CHARITABLE TRUST",2
"HUDSON ARTS INC",2
"HUDSON LAND CONSERVANCY INC",2
"HUDSON LAWMEN SOFTBALL ASSOCIATION INC",2
"HUDSON MOHAWK BIRD CLUB INC",2
"HUDSON VALLEY INTERNATIONAL TRADE ASSOCIATION INC",2
"HUEYTOWN CHORAL BOOSTER CLUB INC",2
"HUFFMAN PRAIRIE LEAGUE INC",2
"HUGHES FAMILY FOUNDATION",2
"HUGS CHILD CARE INC",2
"HUI OALOHA MONTEREY PENINSULA",2
"HULA PRESERVATION SOCIETY",2
"HUMAN DEVELOPMENT INCORPORATED",2
"HUMAN EXPERIENCE INC",2
"HUMAN POTENTIAL FOUNDATION",2
"HUMAN POTENTIAL INC",2
"HUMAN RESEARCH FOUNDATION INC",2
"HUMAN SECURITY COMMISSION",2
"HUMAN SERVICE ALTERNATIVES",2
"HUMAN SERVICE PROVIDERS INC",2
"HUMAN SERVICES COUNCIL OF BUTLER COUNTY INC",2
"HUMAN TRAFFICKING INTERNATIONAL",2
"HUMANE HEART",2
"HUMANITARIAN ASSISTANCE CORPORATION",2
"HUMANS PRESERVATION & PROTECTION FUND",2
"HUMBLE STAMPEDE ASSOCIATION",2
"HUMBOLDT PARK ECONOMIC DEVELOPMENT CORPORATION",2
"HUNTER COLEMAN HOLLAND FOUNDATION FOR CHRONIC GRANULOMAUOS DISEASE I",2
"HUNTER INSTITUTE INC",2
"HUNTINGTON BEACH EMPLOYMENT COUNCIL",2
"HUNTINGTON CHAPTER 807 WOMEN OF THE MOOSE",2
"HUNTINGTON FOUNDATION A FLORIDA NOT FOR PROFIT CORPORATION",2
"HURLEY HEALTH CENTER INC",2
"HURON VALLEY CHRISTIAN ACADEMY FOUNDATION INC",2
"HURRICANES WRESTLING CLUB",2
"HURSTWOOD CORPORATION",2
"HYMEN & MIRIAM STEIN FOUNDATION TR",2
"Haakon and Emma Clausen Foundation",2
"Habib Siddiqui Foundation, Inc.",2
"Hachette Filipacchi Foundation",2
"Hadas Madrinas Auxiliary of the Easter Seal Society Crippled Children & Adults of Santa Barbara CA",2
"Hadley Senior Friendship Club, Inc.",2
"Hadson Foundation",2
"Hagstrom Foundation",2
"Haitian Americans for Civic Action HACA",2
"Haitian Fund for Peace and Development, Inc.",2
"Hal S. Goldman Charitable Foundation",2
"Hale Hoola I, Inc.",2
"Haledon Prospect Park Blood Bank Association",2
"Hallmark Institute of Photography Alumni Association Inc",2
"Halt Program, Inc.",2
"Ham Community Foundation",2
"Hamasmid, Inc.",2
"Hamilton Christian Coffee House Inc",2
"Hamilton County Resource Services, Inc.",2
"Hamilton Field Association, Inc.",2
"Hamilton Larimer Tenant Organization Inc",2
"Hamilton Street Church of Christ, Inc.",2
"Hamlin Parent Teacher Organization",2
"Hammonasset School, Inc.",2
"Hancock County Historical Society, Inc.",2
"Hancock County Legal Services Association, Inc.",2
"Handicapped for Christ, Inc.",2
"Handicare Foundation, Inc.",2
"Hands of Southwest Detroit Inc",2
"Hank Lopez Community Center Advisory Council",2
"Hanley Charitable Foundation",2
"Hannah House of Detroit, Inc.",2
"Hannah House of Sheridan, Inc.",2
"Hans & Dorothy Widenmann Fund",2
"Hanson Park PTA",2
"Happy Horsemanship for the Handicapped, Inc.",2
"Harambee - Services To Black Families",2
"Harambee 360 Experimental Theatre Inc",2
"Harambee African Female Rites of Passage Collective Program Process",2
"Hardwicke Family Foundation",2
"Harford County Educational Foundation",2
"Harmon Glass Foundation for Highway Safety, Inc.",2
"Harmonic Ascendance Project",2
"Harmonie Institute, Inc.",2
"Harmony Baptist Church",2
"Harmony International Inc",2
"Harmost Foundation",2
"Harold K. Beecher Family Association, Inc.",2
"Harold W. Wott Scholarship Trust",2
"Harold's Golf Charities",2
"Harpswell Neck Volunteer Ambulance Service, Inc.",2
"Harris Goldman Charity Fund, Inc.",2
"Harrison County Citizens Animal Protection Society",2
"Harrisonburg Downtown Development Corporation",2
"Harry & Vivian Silverson Foundation Inc",2
"Harry Carays Restaurant Charitable Foundation",2
"Harry W. Bass Jr. Research Foundation",2
"Harry a Logan Jr Foundation",2
"Harry and Susan Newton Charitable Foundation",2
"Hart I. Seely Memorial Student Loan Fund Waverly Rotary Club",2
"Hart Ministries, Inc.",2
"Hartland Adventure Club",2
"Harvard Club of Akron Trust",2
"Harvest Worldwide Ministries of Jesus, Inc.",2
"Harvest of Love Fellowship",2
"Hastings Youth Council",2
"Hathcoat Educational Trust",2
"Hawaiian Gardens Education Foundation",2
"Hayes Occupants Trust Fund",2
"Hayes Personal Care, Inc.",2
"Hays House, Inc.",2
"Heal Circle Association, Inc.",2
"Healing Connections",2
"Healing Hearts Ministries Inc",2
"Healing Place Inc",2
"Healing Quilt Project of the Ozarks",2
"Health Care Management, Inc.",2
"Health Dimensions, Inc.",2
"Health Occupation Education of Arizona Hoe",2
"Health Science Research Foundation",2
"Health Smart, Inc.",2
"Health Spectrum Home Health, Inc.",2
"Health System Enhancement Forum",2
"Health and Human Services Foundation, Inc.",2
"Health for Humanity",2
"HealthRight International",2
"Healthcare Providers, Inc.",2
"Healthy Start, Inc.",2
"Heaney Charitable Foundation",2
"Hearing Health Foundation",2
"Heart of Texas Hospice, Inc.",2
"Heartland Prayer Force, Inc.",2
"Heartline Ministries",2
"Heaven Sent Pet Bird Sanctuary",2
"Heavenly Quilts",2
"Hebron, Inc.",2
"Heffner Foundation, Inc.",2
"Heider Foundation, Inc.",2
"Helen Williams Ministries, Inc.",2
"Helena Pre School Association",2
"Helene Diamond and Jorde M Nathan Family Foundation 05-01-97",2
"Help Achieve Legal Truth Equity and Reform, Inc.",2
"Help Our Troopers",2
"Help Pets-N-People",2
"Helping Hand Development Corp.",2
"Helping Hands for Children",2
"Helping Hands in Senior Living",2
"Helping Our People Emerge, Inc.-Hope",2
"Helptheneedy Ministries, Inc.",2
"Hempstead Volunteer Emergency Ambulance Corp.",2
"Henderson World Series Association, Inc.",2
"Henry Cottle Family Organization",2
"Henry and Olga Rothman Scholarship Fund",2
"Herald Charities, Inc.",2
"Herbert U. Nelson Memorial Fund",2
"Heritage Christian High School, Inc.",2
"Heritage Christian School of Fresno CA, Inc.",2
"Heritage House of Staten Island Inc",2
"Heritage World",2
"Herkimer County Humane Society",2
"Hermosa Youth & Community Center",2
"Hertel Middle School Council",2
"High Country Athletic Conference",2
"High Country Gymnastics Foundation",2
"High Point Central Blue-White Club, Inc.",2
"High School Talent Search International",2
"Higher Law Ministries, Inc.",2
"Highland County Artist Series",2
"Highways & Hedges Ministries, Inc.",2
"Hildabeast Foundation",2
"Hill Country Jay Strack Crusade, Inc.",2
"Hill County Mentoring for Tomorrow",2
"Hillcrestkidney Specialists Of Oklahoma Renal Dialysis Services",2
"Hillel Day School Scholarship Foundation",2
"Hills Christian Reformed Church",2
"Hillsboro Athletics Association, Inc.",2
"Hillsdale Community Track",2
"Hillside Home, Inc.",2
"Hintz Research Foundation",2
"Hire-National, Inc.",2
"His Heart Chaplain Ministry, Inc.",2
"His Ministries",2
"His Prison Ministry, Inc.",2
"Hispanic Association of America Inc",2
"Hispanic Educational Fund",2
"Hispanic Foundation, Inc.",2
"Hispanic Round Table of Contra Costa County",2
"Hispanic Seminary of Medieval Studies, Ltd.",2
"Hispanic Womens Network of Texas",2
"Historic Athens Neighborhood Association, Inc.",2
"Historic Churches Preservation Fund, Inc.",2
"Historic Tampa Hillsborough County Preservation Foundation",2
"Historical Mission Restoration Fund - San Buena Ventura",2
"Historical Properties, Inc.",2
"Historyland Learning Council",2
"Hmong Christian Missionary Alliance",2
"Hobart D. Betts III Foundation",2
"Hodge Foundation",2
"Hold Organization",2
"Holiatric Foundation, Inc.",2
"Holiness Revival Ministries",2
"Holland Charter Initiative",2
"Hollis - Brookline Auditorium Fund, Inc.",2
"Holmes Counseling Center",2
"Holmes Group",2
"Holocaust Memorial Plaza, Inc.",2
"Holy Archangels Orthodox Christian Broadcasting Center, Inc.",2
"Holy Cherubim and Seraphim Orthodox Center",2
"Holy City Missionary Baptist Church, Inc.",2
"Holy Family School",2
"Holy Name PTA",2
"Holy Orthodox Catholic Patriarchate of America Ukrainian Orthodox",2
"Holy Protection School",2
"Holy Spirit Power Ministry Inc",2
"Holy Trinity Ranch",2
"Home Builders Association of Mason County",2
"Home Buyers Clinic",2
"Home Federal Employees Directors Scholarship Fund, Inc.",2
"Home Run Club",2
"Home of Hope",2
"Homeless Empowerment Relationship Organization of Greater Flint Inc",2
"Homeless Foundation of America, Inc.",2
"Homeless Self-Help Employment Program, Inc.",2
"Homes Through Hearts",2
"Homes for Our Troops",2
"Homewood Flossmoor Composite Squadron 11184",2
"Hood County Fibromyalgia Support Group",2
"Hoopa Tribal Telecommunications Corp.",2
Hoopmania,2
"Hope Christian Reformed Church",2
"Hope House of St. Cloud Florida, Inc.",2
"Hope Human Resources Inc",2
"Hope Institute, Inc.",2
"Hope Lutheran Fellowship",2
"Hope for A Cure Foundation",2
"Hope for Boys, Inc.",2
"Hope of Israel Temple, Inc.",2
"Hopewell Community Church",2
"Hopewell Family Communications, Inc.",2
"Hopkins County Community Concert Association",2
"Horizon Dialysis Corp.",2
"Horizon Health System Inc",2
"Horsemens Benevolent & Protective Assoc Inc Oregon Division",2
"Hosanna Casa De Oracion Pentecostes",2
"Hospice Care, Inc.",2
"Hospice of Del Norte",2
"Hospice of East County",2
"Hospice of Lake County, Inc.",2
"Hospice of St. Mary's, Inc.",2
"Hospice of the Gulf Coast, Inc.",2
"Hospice of the Palouse, Inc.",2
"Hospices of Michigan",2
"Hot Tin Roof Foundation of Martha's Vineyard, Inc.",2
"House of Cornelius",2
"House of David Foundation, Inc.",2
"House of Help of Haiti, Inc.",2
"House of Shelter",2
"Housing Assistance Corp.",2
"Housing Now, Inc.",2
"Housing Opportunity Training Non-Profit Corp.",2
"Houstel It Inc",2
"Houston Kidney Action Day",2
"Houston Massage Institute and Resource Center, Inc.",2
"Houston Sung Min Church of the Nazarene",2
"Houstonian Foundation",2
"Houstons Family Services Inc",2
"How Now",2
"Howard Benevolent Society at Portsmouth",2
"Howard Nutrition Site Council",2
"Howard R. Alper Foundation, Inc.",2
"Howards Haven for Homeless & Abused Children",2
"Howe Independent School District",2
"Huang Foundation",2
"Human Development Services Inc",2
"Human Economy Center, Inc.",2
"Human Rescue, Inc.",2
"Humane Society of Isabella County",2
"Humantics Foundation",2
"Humboldt Bay Acts Cable Board",2
"Humboldt Connections",2
"Humphrey County Community Fund, Inc.",2
"Hunger Free Dayton Inc",2
"Hunte Foundation",2
"Huntington Avenue Mission, Inc.",2
"Huntington Symphonic Band Association",2
"Hutchinson Children's Park Foundation",2
"Hy Podber Five Towns Baseball, Inc.",2
"Hymen & Harriet Smoler Foundation",2
"I A Foundation Inc",2
"I A T S E CENTRAL FLORIDA MEDICAL TRUST FUND",2
"I AM ORDER",2
"I Am an American Day Parade in the All American City, Inc.",2
"I C E Christian Coalition Inc",2
"I HAVE A DREAM SUPPORTING FOUNDATION",2
"I HEADLY TRUST UW 02-11-86 FBO",2
"I S E S Fund Po Box 6240",2
"I Vote Project Inc",2
"I-4 ASSOCIATION INC",2
"IACMP - TAMPA BAY INC",2
"IAHA FOUNDTION",2
"IAMCP-UNITED STATES INC",2
"IBAH LOCAL WORK FORCE DEVELOPMENT COUNCIL INC",2
"IBEW Local Union 358 Scholarship Trust Fund",2
"IBM CLUB PARAMUS",2
"IBPO LOCAL 547",2
"ICAN PROJECT",2
"ICARECONNECT INC",2
"IDAHO CELEBRITY CLASSICS INC",2
"IDAHO CREDIT UNION LEAGUE INC",2
"IDAHO EDUCATION ACCESS ASSOCIATION INC",2
"IDAHO FAMILY DEFENSE FUND INC",2
"IDAHO FARMERS COUNTY MUTUAL FIRE INSURANCE COMPANY",2
"IDAHO FOREST INDUSTRIES CHARITABLE FOUNDATION",2
"IDAHO FREEDOM TO WORK COMMITTEE INC",2
"IDAHO HIGH SCHOOL HALL OF FAME FOUNDATION INC",2
"IDAHO STATE SEARCH AND RESCUE ASSOCIATION INC",2
"IDAHO WORKING PARTNERS LIMITED",2
"IDAHO-OREGON NIKKEIJINKAI INC",2
"IDAHOANS FOR FAIR ELECTIONS INC",2
"IDRAHAJE YOUTH CAMP",2
"IGLESIA BAUTISTA DE FLATBUSH",2
"IGLESIA CHRISTIANA BETHEL",2
"IGLESIA CRISTIANA REHOBOTH 2",2
"IGLESIA DE DIOS CRACIA Y VERDAD",2
"IGLESIA DE DIOS PENTECOSTAL DE SALVACION MISIONERA",2
"IGLESIA EVANGELICA NUEVA ESPERANZA",2
"IGLESIA PENTACOSTAL CRISTO LA ROCA",2
"IGLESIA UNIDA DE CRISTO LAFAMILIA COMMUNITY DEVELOPMENT CORPORATION",2
"IGRAC LAITY IN ACTION",2
"IIE SUPPORT INC",2
"IISC BANGALORE HERITAGE FUND",2
"IKAGENG INC",2
"IKCE WICASA TA OMNICIYE INC",2
"IKWUANO NATIONAL DEVELOPMENT ASSOCIATION INC",2
"IL CIRCOLO ITALIANO",2
"ILLINOIS ASSOCIATION FOR THE EDUCATION OF YOUNG CHILDREN",2
"ILLINOIS FEDERATION OF BUSINESS & PROFESSIONAL WOMENS CLUBS",2
"ILLINOIS JUNIOR VOLLYBALL CLUB",2
"ILLINOIS LEADERS IN AGRICULTURE",2
"ILLINOIS STATE MUSIC TEACHERS ASSOCIATION",2
"ILLINOIS STUDENT ENVIRONMENT NETWORK",2
"IMAGE REBORN",2
"IMAGES OF WACO FOUNDATION",2
"IMAGINARIUM FOR HEALTH HEALING AND THE ARTS INC",2
"IMAN NETWORK",2
"IMANI INC",2
"IMMANUEL BAPTIST CHURCH OF AUBURN NY",2
"IMMANUEL LUTHERAN CHURCH",2
"IMMIGRATION REFORM NETWORK OF SILICON VALLEY",2
"IMPACT ARTS",2
"IMPACT MINISTRIES",2
"IMPERIAL BAND BOOSTERS",2
"IMPERIAL VALLEY RED RIBBON COALITION INC",2
"IMPROVED ORDE OF REDMEN OF VIRGINIA",2
"IMPROVED ORDER OF REDMEN DEGREE OF POCAHONTAS OF MASS 31 DAKOTA COUNC",2
"IMPROVED ORDER OF REDMEN DEGREE OF POCAHONTAS OF PENNSYLVANIA",2
"IMPROVED ORDER OF REDMEN OF MAINE",2
"IN COURAGE",2
"IN HIS NAME PROJECTS",2
"IN HIS SERVICE INC",2
"IN HIS SERVICE MINISTRIES INC",2
"IN THE STREET COMMITTEE",2
"IN-DEFENSE INC",2
"INCARCERATED HEARTS",2
"INCITE THEATRE",2
"INDEPENDENCE FOR LIFE CORPORATION",2
"INDEPENDENCE HOUSE MINISTRY INC",2
"INDEPENDENST ORDER OF ODD FELLOWS",2
"INDEPENDENT BAPTIST CHURCH PLANTERS OF AMERICA",2
"INDEPENDENT CEMENT CORPORATION HEALTH AND WELFARE",2
"INDEPENDENT CORRECTIONAL OFFICERS OF PENNSYLVANIA LODGE 4",2
"INDEPENDENT INSURANCE AGENTS AND BROKERS OF CHICO",2
"INDEPENDENT ORDER OF FORESTERS COURT MAC LAREN 5144",2
"INDEPENDENT ORDER OF FORESTERS COURT PAUL BUNYAN 1687",2
"INDEPENDENT ORDER OF SVITHIOD 20 IRVING PARK LODGE",2
"INDEPENDENT SCHOOL EDUCATIONAL FUND",2
"INDEPENDENT TECH ALUMNI COUNCIL INC",2
"INDIA RELIEF FUND A CHARITABLE TRUST",2
"INDIAN COUNTRY DEVELOPMENT CORPORATION",2
"INDIAN HILLS ESTATES ASSOCIATION",2
"INDIAN INSTITUTE OF TECHNOLOGY KANPUR TRUST LTD",2
"INDIAN LAKE SCHOLARSHIP FUND INC",2
"INDIAN PAINT BRUSH FESTIVAL",2
"INDIAN RIDERS GROUP TWIN CITIES CHAPTER 1",2
